fold,valid_cutoff,epoch,lr,train_loss,train_main_mse,train_rmsle_proxy,rmsle,direct_rmsle,hurdle_rmsle,gate_bce,gate_auc,true_nonzero_rate,pred_nonzero_rate,positive_rmse,hurdle_weight,user_scale
2,2025-12-15,16,0.00010059243830591122,3.319640136139482,3.017087244597336,1.7369764663337657,1.7469408512115479,1.7423251867294312,1.7556772232055664,0.49261653423309326,0.8504921533792726,0.5630800127983093,0.6048977375030518,1.1275885105133057,0.5595227479934692,0.0
2,2025-12-15,17,9.128794782640167e-05,3.3184644442151368,3.0161919596229643,1.7367187335959051,1.742067575454712,1.7401381731033325,1.748913049697876,0.48886606097221375,0.8505533740282802,0.5630800127983093,0.5991694331169128,1.1288098096847534,0.5587797164916992,0.0
2,2025-12-15,18,8.218847050625476e-05,3.317961929357767,3.0158914285399097,1.7366322087707315,1.7461990118026733,1.7421408891677856,1.7549163103103638,0.49432432651519775,0.8505614924925634,0.5630800127983093,0.6118721961975098,1.1259304285049438,0.5579414367675781,0.0
2,2025-12-15,19,7.339370212317802e-05,3.3162858650374907,3.0144435893845727,1.7362153061716086,1.7418509721755981,1.7400739192962646,1.7484357357025146,0.4908643960952759,0.8505831763726935,0.5630800127983093,0.60459965467453,1.126017689704895,0.5572238564491272,0.0
2,2025-12-15,20,6.500000000000003e-05,3.314713477932731,3.0130882933991954,1.7358249604724536,1.7461990118026733,1.7421129941940308,1.7550458908081055,0.4935287833213806,0.8504889124190294,0.5630800127983093,0.6056565046310425,1.129445195198059,0.5565232634544373,0.0
3,2026-01-14,1,0.0001995069705831446,4.89015457314078,4.245382322672841,2.0604325571764877,1.6885274648666382,1.6850790977478027,1.6950464248657227,0.48760986328125,0.8515457102206562,0.54066002368927,0.5934291481971741,1.1553857326507568,0.5963488221168518,0.0
3,2026-01-14,2,0.00019803328406604252,3.442963805937139,3.11695355061981,1.7654896064887524,1.6817846298217773,1.67701256275177,1.688018798828125,0.4807427227497101,0.8526262811580243,0.54066002368927,0.5783993005752563,1.1279464960098267,0.5911574959754944,0.0
3,2026-01-14,3,0.00019559508646656385,3.3967864644671635,3.078509677868947,1.7545682311808073,1.677875280380249,1.6727062463760376,1.6858857870101929,0.4791848659515381,0.8532895018140209,0.54066002368927,0.5675164461135864,1.1225165128707886,0.5862743854522705,0.0
3,2026-01-14,4,0.00019221909118783407,3.3773603837667294,3.063130194242573,1.7501800462359787,1.6803431510925293,1.67703115940094,1.6872142553329468,0.4799887537956238,0.8541968194855211,0.54066002368927,0.5808718800544739,1.1195698976516724,0.5815721154212952,0.0
3,2026-01-14,5,0.0001879422863405995,3.3661187346075847,3.0544824658824865,1.747707774738811,1.68141770362854,1.675237774848938,1.6911040544509888,0.4807247519493103,0.8545737461276947,0.54066002368927,0.5793460607528687,1.1190227270126343,0.5773927569389343,0.0
3,2026-01-14,6,0.0001828115294937453,3.355356925012868,3.0458913577199,1.7452482223798138,1.6773821115493774,1.6739165782928467,1.6843799352645874,0.4797022044658661,0.8546074428179664,0.54066002368927,0.5739971995353699,1.1143341064453125,0.5740079879760742,0.0
